mode,rung,loss,standardize,retrieval,alpha,cavity_loss,cavity_thr,alp_head,ensemble,held_out,seed,n_test,alp_mae,cavity_auc,cavity_f1,timika_mae,timika_pearson,timika_mae_ci_lo,timika_mae_ci_hi,conformal_cov,conformal_width,base_timika_mae,paper_timika_mae,cav_best_val_ce,verdict
a3,rung1_mse,mse,none,False,0.0,ce,0.5,mlp,1,Romania,0,220,,,,20.611474990844727,0.6891089081764221,18.908470630645752,22.16357011795044,,,20.26,19.67,,within-noise
a3,rung1_mse,mse,none,False,0.0,ce,0.5,mlp,1,Romania,1,220,,,,20.04463768005371,0.6780977249145508,18.42117567062378,21.81068902015686,,,20.26,19.67,,within-noise
a3,rung1_mse,mse,none,False,0.0,ce,0.5,mlp,1,Romania,2,220,,,,27.716903686523438,0.6710151433944702,25.14882869720459,30.581884908676145,,,20.26,19.67,,WORSE
a3,rung1_mse,mse,none,False,0.0,ce,0.5,mlp,1,Romania,3,220,,,,19.955066680908203,0.7033185362815857,18.328078508377075,21.570458316802977,,,20.26,19.67,,within-noise
a3,rung1_mse,mse,none,False,0.0,ce,0.5,mlp,1,Romania,4,220,,,,19.385189056396484,0.6965783834457397,17.78597960472107,21.046799230575562,,,20.26,19.67,,within-noise
a3,rung1_mse,mse,none,False,0.0,ce,0.5,mlp,1,Moldova,0,589,,,,24.284591674804688,0.794256865978241,22.507263278961183,26.020439672470093,,,26.16,18.98,,BEATS
a3,rung1_mse,mse,none,False,0.0,ce,0.5,mlp,1,Moldova,1,589,,,,23.073219299316406,0.794485330581665,21.37469162940979,24.7659743309021,,,26.16,18.98,,BEATS
a3,rung1_mse,mse,none,False,0.0,ce,0.5,mlp,1,Moldova,2,589,,,,23.60184669494629,0.7903514504432678,22.05221381187439,25.18187804222107,,,26.16,18.98,,BEATS
a3,rung1_mse,mse,none,False,0.0,ce,0.5,mlp,1,Moldova,3,589,,,,24.659151077270508,0.7482227683067322,22.759166097640993,26.466950750350954,,,26.16,18.98,,within-noise
a3,rung1_mse,mse,none,False,0.0,ce,0.5,mlp,1,Moldova,4,589,,,,25.3550968170166,0.783319354057312,23.43896880149841,27.18774857521057,,,26.16,18.98,,within-noise
a3,rung1_mse,mse,none,False,0.0,ce,0.5,mlp,1,Kazakhstan,0,399,,,,20.134265899658203,0.7660256624221802,18.8258677482605,21.426894187927246,,,21.9,22.12,,BEATS
a3,rung1_mse,mse,none,False,0.0,ce,0.5,mlp,1,Kazakhstan,1,399,,,,21.03635597229004,0.7472195029258728,19.73945035934448,22.27550139427185,,,21.9,22.12,,within-noise
a3,rung1_mse,mse,none,False,0.0,ce,0.5,mlp,1,Kazakhstan,2,399,,,,21.345544815063477,0.7266424894332886,19.857482290267946,22.757347726821898,,,21.9,22.12,,within-noise
a3,rung1_mse,mse,none,False,0.0,ce,0.5,mlp,1,Kazakhstan,3,399,,,,20.716501235961914,0.7426596283912659,19.433615303039552,22.02787823677063,,,21.9,22.12,,within-noise
a3,rung1_mse,mse,none,False,0.0,ce,0.5,mlp,1,Kazakhstan,4,399,,,,20.589557647705078,0.753363311290741,19.17269082069397,21.999570751190184,,,21.9,22.12,,within-noise
a3,rung1_bmc,bmc,none,False,0.0,ce,0.5,mlp,1,Romania,0,220,,,,20.46780014038086,0.6517603397369385,18.48673720359802,22.56747055053711,,,20.26,19.67,,within-noise
a3,rung1_bmc,bmc,none,False,0.0,ce,0.5,mlp,1,Romania,1,220,,,,21.621633529663086,0.643429696559906,19.81453695297241,23.50987868309021,,,20.26,19.67,,within-noise
a3,rung1_bmc,bmc,none,False,0.0,ce,0.5,mlp,1,Romania,2,220,,,,21.054443359375,0.6714525818824768,18.986171436309814,23.42295422554016,,,20.26,19.67,,within-noise
a3,rung1_bmc,bmc,none,False,0.0,ce,0.5,mlp,1,Romania,3,220,,,,20.691179275512695,0.6565359234809875,18.78770866394043,22.447841835021972,,,20.26,19.67,,within-noise
a3,rung1_bmc,bmc,none,False,0.0,ce,0.5,mlp,1,Romania,4,220,,,,21.51336097717285,0.6241235136985779,19.693744945526124,23.604453182220457,,,20.26,19.67,,within-noise
