tp,fp,tn,fn,sensitivity,specificity,precision,f1,false_negative_rate,false_positive_rate,accuracy,held_out,rung,seed,threshold,n,positives,prevalence,auroc,auprc,mae
54,8,924,66,0.450000,0.991416,0.870968,0.593407,0.550000,0.008584,0.929658,Belarus,agentic_best_spatcav,0,80,1052,120,0.114068,0.925107,0.726997,15.457264
60,11,921,60,0.500000,0.988197,0.845070,0.628272,0.500000,0.011803,0.932510,Belarus,agentic_best_spatcav,1,80,1052,120,0.114068,0.921423,0.734568,14.870155
55,9,923,65,0.458333,0.990343,0.859375,0.597826,0.541667,0.009657,0.929658,Belarus,agentic_best_spatcav,2,80,1052,120,0.114068,0.920824,0.738993,15.491311
60,14,918,60,0.500000,0.984979,0.810811,0.618557,0.500000,0.015021,0.929658,Belarus,agentic_best_spatcav,3,80,1052,120,0.114068,0.916711,0.725813,15.821042
49,10,922,71,0.408333,0.989270,0.830508,0.547486,0.591667,0.010730,0.923004,Belarus,agentic_best_spatcav,4,80,1052,120,0.114068,0.924946,0.724411,17.424718
54,9,923,66,0.450000,0.990343,0.857143,0.590164,0.550000,0.009657,0.928707,Belarus,rung1_bmc,0,80,1052,120,0.114068,0.917784,0.717148,16.471279
58,16,916,62,0.483333,0.982833,0.783784,0.597938,0.516667,0.017167,0.925856,Belarus,rung1_bmc,1,80,1052,120,0.114068,0.911248,0.724271,16.931506
63,18,914,57,0.525000,0.980687,0.777778,0.626866,0.475000,0.019313,0.928707,Belarus,rung1_bmc,2,80,1052,120,0.114068,0.916282,0.720025,16.090647
58,15,917,62,0.483333,0.983906,0.794521,0.601036,0.516667,0.016094,0.926806,Belarus,rung1_bmc,3,80,1052,120,0.114068,0.913063,0.718359,15.814551
59,10,922,61,0.491667,0.989270,0.855072,0.624339,0.508333,0.010730,0.932510,Belarus,rung1_bmc,4,80,1052,120,0.114068,0.922845,0.744142,15.731697
53,12,920,67,0.441667,0.987124,0.815385,0.572973,0.558333,0.012876,0.924905,Belarus,rung1_mse,0,80,1052,120,0.114068,0.914592,0.726177,17.886899
64,17,915,56,0.533333,0.981760,0.790123,0.636816,0.466667,0.018240,0.930608,Belarus,rung1_mse,1,80,1052,120,0.114068,0.920851,0.744076,19.050036
63,15,917,57,0.525000,0.983906,0.807692,0.636364,0.475000,0.016094,0.931559,Belarus,rung1_mse,2,80,1052,120,0.114068,0.916461,0.733698,17.769362
60,13,919,60,0.500000,0.986052,0.821918,0.621762,0.500000,0.013948,0.930608,Belarus,rung1_mse,3,80,1052,120,0.114068,0.917149,0.725111,17.596806
70,18,914,50,0.583333,0.980687,0.795455,0.673077,0.416667,0.019313,0.935361,Belarus,rung1_mse,4,80,1052,120,0.114068,0.932913,0.754675,16.578538
51,7,925,69,0.425000,0.992489,0.879310,0.573034,0.575000,0.007511,0.927757,Belarus,rung4b_spatial_cavity,0,80,1052,120,0.114068,0.921942,0.726786,15.444150
59,11,921,61,0.491667,0.988197,0.842857,0.621053,0.508333,0.011803,0.931559,Belarus,rung4b_spatial_cavity,1,80,1052,120,0.114068,0.918062,0.726971,15.074168
59,12,920,61,0.491667,0.987124,0.830986,0.617801,0.508333,0.012876,0.930608,Belarus,rung4b_spatial_cavity,2,80,1052,120,0.114068,0.921593,0.737719,15.344624
58,13,919,62,0.483333,0.986052,0.816901,0.607330,0.516667,0.013948,0.928707,Belarus,rung4b_spatial_cavity,3,80,1052,120,0.114068,0.914700,0.724196,15.427647
51,9,923,69,0.425000,0.990343,0.850000,0.566667,0.575000,0.009657,0.925856,Belarus,rung4b_spatial_cavity,4,80,1052,120,0.114068,0.917918,0.726699,16.501504
109,145,1082,78,0.582888,0.881826,0.429134,0.494331,0.417112,0.118174,0.842291,Georgia,agentic_best_spatcav,0,80,1414,187,0.132249,0.845796,0.475484,22.550561
103,140,1087,84,0.550802,0.885901,0.423868,0.479070,0.449198,0.114099,0.841584,Georgia,agentic_best_spatcav,1,80,1414,187,0.132249,0.844615,0.451530,22.394366
116,143,1084,71,0.620321,0.883456,0.447876,0.520179,0.379679,0.116544,0.848656,Georgia,agentic_best_spatcav,2,80,1414,187,0.132249,0.851557,0.474147,22.480763
98,113,1114,89,0.524064,0.907905,0.464455,0.492462,0.475936,0.092095,0.857143,Georgia,agentic_best_spatcav,3,80,1414,187,0.132249,0.843534,0.448285,21.933396
113,148,1079,74,0.604278,0.879381,0.432950,0.504464,0.395722,0.120619,0.842999,Georgia,agentic_best_spatcav,4,80,1414,187,0.132249,0.842662,0.452935,22.700172
99,119,1108,88,0.529412,0.903015,0.454128,0.488889,0.470588,0.096985,0.853607,Georgia,rung1_bmc,0,80,1414,187,0.132249,0.841982,0.442572,22.609965
97,146,1081,90,0.518717,0.881011,0.399177,0.451163,0.481283,0.118989,0.833098,Georgia,rung1_bmc,1,80,1414,187,0.132249,0.832608,0.446845,23.171305
120,202,1025,67,0.641711,0.835371,0.372671,0.471513,0.358289,0.164629,0.809760,Georgia,rung1_bmc,2,80,1414,187,0.132249,0.832686,0.435275,24.582414
111,149,1078,76,0.593583,0.878566,0.426923,0.496644,0.406417,0.121434,0.840877,Georgia,rung1_bmc,3,80,1414,187,0.132249,0.840910,0.447945,23.327561
115,166,1061,72,0.614973,0.864711,0.409253,0.491453,0.385027,0.135289,0.831683,Georgia,rung1_bmc,4,80,1414,187,0.132249,0.833928,0.428081,23.853210
123,188,1039,64,0.657754,0.846781,0.395498,0.493976,0.342246,0.153219,0.821782,Georgia,rung1_mse,0,80,1414,187,0.132249,0.835580,0.465429,23.782094
96,132,1095,91,0.513369,0.892421,0.421053,0.462651,0.486631,0.107579,0.842291,Georgia,rung1_mse,1,80,1414,187,0.132249,0.835876,0.451098,22.425407
112,159,1068,75,0.598930,0.870416,0.413284,0.489083,0.401070,0.129584,0.834512,Georgia,rung1_mse,2,80,1414,187,0.132249,0.825909,0.428918,23.894928
98,126,1101,89,0.524064,0.897311,0.437500,0.476886,0.475936,0.102689,0.847949,Georgia,rung1_mse,3,80,1414,187,0.132249,0.838561,0.463134,22.295022
124,197,1030,63,0.663102,0.839446,0.386293,0.488189,0.336898,0.160554,0.816124,Georgia,rung1_mse,4,80,1414,187,0.132249,0.833658,0.428004,24.013949
108,133,1094,79,0.577540,0.891606,0.448133,0.504673,0.422460,0.108394,0.850071,Georgia,rung4b_spatial_cavity,0,80,1414,187,0.132249,0.845046,0.461296,22.724409
97,147,1080,90,0.518717,0.880196,0.397541,0.450116,0.481283,0.119804,0.832390,Georgia,rung4b_spatial_cavity,1,80,1414,187,0.132249,0.842026,0.450968,22.800187
125,195,1032,62,0.668449,0.841076,0.390625,0.493097,0.331551,0.158924,0.818246,Georgia,rung4b_spatial_cavity,2,80,1414,187,0.132249,0.844719,0.462486,23.768131
105,142,1085,82,0.561497,0.884271,0.425101,0.483871,0.438503,0.115729,0.841584,Georgia,rung4b_spatial_cavity,3,80,1414,187,0.132249,0.842880,0.445035,22.702552
121,179,1048,66,0.647059,0.854116,0.403333,0.496920,0.352941,0.145884,0.826733,Georgia,rung4b_spatial_cavity,4,80,1414,187,0.132249,0.837663,0.448839,23.749157
28,5,333,33,0.459016,0.985207,0.848485,0.595745,0.540984,0.014793,0.904762,Kazakhstan,agentic_best_spatcav,0,80,399,61,0.152882,0.916044,0.730610,16.941447
30,9,329,31,0.491803,0.973373,0.769231,0.600000,0.508197,0.026627,0.899749,Kazakhstan,agentic_best_spatcav,1,80,399,61,0.152882,0.920312,0.743376,16.501689
36,10,328,25,0.590164,0.970414,0.782609,0.672897,0.409836,0.029586,0.912281,Kazakhstan,agentic_best_spatcav,2,80,399,61,0.152882,0.924677,0.745464,16.679525
34,9,329,27,0.557377,0.973373,0.790698,0.653846,0.442623,0.026627,0.909774,Kazakhstan,agentic_best_spatcav,3,80,399,61,0.152882,0.917208,0.742587,16.462168
31,9,329,30,0.508197,0.973373,0.775000,0.613861,0.491803,0.026627,0.902256,Kazakhstan,agentic_best_spatcav,4,80,399,61,0.152882,0.915365,0.732894,17.129616
28,6,332,33,0.459016,0.982249,0.823529,0.589474,0.540984,0.017751,0.902256,Kazakhstan,rung1_bmc,0,80,399,61,0.152882,0.915656,0.729019,17.358083
31,13,325,30,0.508197,0.961538,0.704545,0.590476,0.491803,0.038462,0.892231,Kazakhstan,rung1_bmc,1,80,399,61,0.152882,0.927054,0.749641,16.367031
37,13,325,24,0.606557,0.961538,0.740000,0.666667,0.393443,0.038462,0.907268,Kazakhstan,rung1_bmc,2,80,399,61,0.152882,0.926569,0.750739,17.314626
36,9,329,25,0.590164,0.973373,0.800000,0.679245,0.409836,0.026627,0.914787,Kazakhstan,rung1_bmc,3,80,399,61,0.152882,0.920506,0.759476,18.000638
31,6,332,30,0.508197,0.982249,0.837838,0.632653,0.491803,0.017751,0.909774,Kazakhstan,rung1_bmc,4,80,399,61,0.152882,0.912213,0.715912,17.584120
28,6,332,33,0.459016,0.982249,0.823529,0.589474,0.540984,0.017751,0.902256,Kazakhstan,rung1_mse,0,80,399,61,0.152882,0.926327,0.764483,17.805245
34,10,328,27,0.557377,0.970414,0.772727,0.647619,0.442623,0.029586,0.907268,Kazakhstan,rung1_mse,1,80,399,61,0.152882,0.935639,0.766884,17.449799
28,7,331,33,0.459016,0.979290,0.800000,0.583333,0.540984,0.020710,0.899749,Kazakhstan,rung1_mse,2,80,399,61,0.152882,0.930449,0.752722,19.011609
40,11,327,21,0.655738,0.967456,0.784314,0.714286,0.344262,0.032544,0.919799,Kazakhstan,rung1_mse,3,80,399,61,0.152882,0.921864,0.757100,18.882460
25,6,332,36,0.409836,0.982249,0.806452,0.543478,0.590164,0.017751,0.894737,Kazakhstan,rung1_mse,4,80,399,61,0.152882,0.922058,0.730538,19.428583
27,5,333,34,0.442623,0.985207,0.843750,0.580645,0.557377,0.014793,0.902256,Kazakhstan,rung4b_spatial_cavity,0,80,399,61,0.152882,0.913037,0.724869,16.979698
31,12,326,30,0.508197,0.964497,0.720930,0.596154,0.491803,0.035503,0.894737,Kazakhstan,rung4b_spatial_cavity,1,80,399,61,0.152882,0.912940,0.732693,16.438218
36,13,325,25,0.590164,0.961538,0.734694,0.654545,0.409836,0.038462,0.904762,Kazakhstan,rung4b_spatial_cavity,2,80,399,61,0.152882,0.924532,0.740692,16.972222
31,9,329,30,0.508197,0.973373,0.775000,0.613861,0.491803,0.026627,0.902256,Kazakhstan,rung4b_spatial_cavity,3,80,399,61,0.152882,0.917839,0.744779,16.381977
30,7,331,31,0.491803,0.979290,0.810811,0.612245,0.508197,0.020710,0.904762,Kazakhstan,rung4b_spatial_cavity,4,80,399,61,0.152882,0.915996,0.718297,17.160357
50,4,397,138,0.265957,0.990025,0.925926,0.413223,0.734043,0.009975,0.758913,Moldova,agentic_best_spatcav,0,80,589,188,0.319185,0.914628,0.844831,22.276655
54,4,397,134,0.287234,0.990025,0.931034,0.439024,0.712766,0.009975,0.765705,Moldova,agentic_best_spatcav,1,80,589,188,0.319185,0.912559,0.852412,21.061160
52,2,399,136,0.276596,0.995012,0.962963,0.429752,0.723404,0.004988,0.765705,Moldova,agentic_best_spatcav,2,80,589,188,0.319185,0.914217,0.850142,21.206088
61,3,398,127,0.324468,0.992519,0.953125,0.484127,0.675532,0.007481,0.779287,Moldova,agentic_best_spatcav,3,80,589,188,0.319185,0.912095,0.846399,21.197054
47,3,398,141,0.250000,0.992519,0.940000,0.394958,0.750000,0.007481,0.755518,Moldova,agentic_best_spatcav,4,80,589,188,0.319185,0.912174,0.847307,22.205787
63,4,397,125,0.335106,0.990025,0.940299,0.494118,0.664894,0.009975,0.780985,Moldova,rung1_bmc,0,80,589,188,0.319185,0.912440,0.837567,22.401718
62,5,396,126,0.329787,0.987531,0.925373,0.486275,0.670213,0.012469,0.777589,Moldova,rung1_bmc,1,80,589,188,0.319185,0.905847,0.846359,21.352729
63,6,395,125,0.335106,0.985037,0.913043,0.490272,0.664894,0.014963,0.777589,Moldova,rung1_bmc,2,80,589,188,0.319185,0.899692,0.822918,21.757052
41,1,400,147,0.218085,0.997506,0.976190,0.356522,0.781915,0.002494,0.748727,Moldova,rung1_bmc,3,80,589,188,0.319185,0.898817,0.830021,22.674801
68,5,396,120,0.361702,0.987531,0.931507,0.521073,0.638298,0.012469,0.787776,Moldova,rung1_bmc,4,80,589,188,0.319185,0.912254,0.845411,21.429468
41,3,398,147,0.218085,0.992519,0.931818,0.353448,0.781915,0.007481,0.745331,Moldova,rung1_mse,0,80,589,188,0.319185,0.916538,0.844529,23.278662
49,3,398,139,0.260638,0.992519,0.942308,0.408333,0.739362,0.007481,0.758913,Moldova,rung1_mse,1,80,589,188,0.319185,0.910171,0.847786,21.947297
57,2,399,131,0.303191,0.995012,0.966102,0.461538,0.696809,0.004988,0.774194,Moldova,rung1_mse,2,80,589,188,0.319185,0.911750,0.853790,21.881111
51,1,400,137,0.271277,0.997506,0.980769,0.425000,0.728723,0.002494,0.765705,Moldova,rung1_mse,3,80,589,188,0.319185,0.897185,0.824384,22.181357
36,2,399,152,0.191489,0.995012,0.947368,0.318584,0.808511,0.004988,0.738540,Moldova,rung1_mse,4,80,589,188,0.319185,0.913899,0.849048,23.469064
65,4,397,123,0.345745,0.990025,0.942029,0.505837,0.654255,0.009975,0.784380,Moldova,rung4b_spatial_cavity,0,80,589,188,0.319185,0.915119,0.842158,21.912300
61,5,396,127,0.324468,0.987531,0.924242,0.480315,0.675532,0.012469,0.775891,Moldova,rung4b_spatial_cavity,1,80,589,188,0.319185,0.911378,0.848236,20.868794
59,6,395,129,0.313830,0.985037,0.907692,0.466403,0.686170,0.014963,0.770798,Moldova,rung4b_spatial_cavity,2,80,589,188,0.319185,0.906112,0.828922,21.061614
46,4,397,142,0.244681,0.990025,0.920000,0.386555,0.755319,0.009975,0.752122,Moldova,rung4b_spatial_cavity,3,80,589,188,0.319185,0.907598,0.837496,22.384024
66,5,396,122,0.351064,0.987531,0.929577,0.509653,0.648936,0.012469,0.784380,Moldova,rung4b_spatial_cavity,4,80,589,188,0.319185,0.908699,0.842539,20.978036
40,22,133,25,0.615385,0.858065,0.645161,0.629921,0.384615,0.141935,0.786364,Romania,agentic_best_spatcav,0,80,220,65,0.295455,0.858859,0.662359,18.790477
36,15,140,29,0.553846,0.903226,0.705882,0.620690,0.446154,0.096774,0.800000,Romania,agentic_best_spatcav,1,80,220,65,0.295455,0.856377,0.670992,19.104996
40,23,132,25,0.615385,0.851613,0.634921,0.625000,0.384615,0.148387,0.781818,Romania,agentic_best_spatcav,2,80,220,65,0.295455,0.851811,0.658562,19.450294
40,20,135,25,0.615385,0.870968,0.666667,0.640000,0.384615,0.129032,0.795455,Romania,agentic_best_spatcav,3,80,220,65,0.295455,0.862432,0.661354,18.519736
40,23,132,25,0.615385,0.851613,0.634921,0.625000,0.384615,0.148387,0.781818,Romania,agentic_best_spatcav,4,80,220,65,0.295455,0.844665,0.658965,19.740486
39,25,130,26,0.600000,0.838710,0.609375,0.604651,0.400000,0.161290,0.768182,Romania,rung1_bmc,0,80,220,65,0.295455,0.847543,0.636484,19.904840
34,18,137,31,0.523077,0.883871,0.653846,0.581197,0.476923,0.116129,0.777273,Romania,rung1_bmc,1,80,220,65,0.295455,0.853102,0.637004,20.218488
47,33,122,18,0.723077,0.787097,0.587500,0.648276,0.276923,0.212903,0.768182,Romania,rung1_bmc,2,80,220,65,0.295455,0.859752,0.668067,20.323577
36,24,131,29,0.553846,0.845161,0.600000,0.576000,0.446154,0.154839,0.759091,Romania,rung1_bmc,3,80,220,65,0.295455,0.840596,0.653169,19.793577
40,22,133,25,0.615385,0.858065,0.645161,0.629921,0.384615,0.141935,0.786364,Romania,rung1_bmc,4,80,220,65,0.295455,0.838213,0.654242,20.127843
36,16,139,29,0.553846,0.896774,0.692308,0.615385,0.446154,0.103226,0.795455,Romania,rung1_mse,0,80,220,65,0.295455,0.860546,0.660984,19.139537
38,18,137,27,0.584615,0.883871,0.678571,0.628099,0.415385,0.116129,0.795455,Romania,rung1_mse,1,80,220,65,0.295455,0.858759,0.640927,19.948715
42,27,128,23,0.646154,0.825806,0.608696,0.626866,0.353846,0.174194,0.772727,Romania,rung1_mse,2,80,220,65,0.295455,0.851514,0.630668,21.499643
38,16,139,27,0.584615,0.896774,0.703704,0.638655,0.415385,0.103226,0.804545,Romania,rung1_mse,3,80,220,65,0.295455,0.861836,0.723626,18.804351
38,24,131,27,0.584615,0.845161,0.612903,0.598425,0.415385,0.154839,0.768182,Romania,rung1_mse,4,80,220,65,0.295455,0.849529,0.693604,19.775812
38,24,131,27,0.584615,0.845161,0.612903,0.598425,0.415385,0.154839,0.768182,Romania,rung4b_spatial_cavity,0,80,220,65,0.295455,0.850422,0.653291,18.923333
34,17,138,31,0.523077,0.890323,0.666667,0.586207,0.476923,0.109677,0.781818,Romania,rung4b_spatial_cavity,1,80,220,65,0.295455,0.849727,0.661921,19.322699
45,32,123,20,0.692308,0.793548,0.584416,0.633803,0.307692,0.206452,0.763636,Romania,rung4b_spatial_cavity,2,80,220,65,0.295455,0.852804,0.681553,19.695998
35,24,131,30,0.538462,0.845161,0.593220,0.564516,0.461538,0.154839,0.754545,Romania,rung4b_spatial_cavity,3,80,220,65,0.295455,0.843275,0.637753,19.358396
38,21,134,27,0.584615,0.864516,0.644068,0.612903,0.415385,0.135484,0.781818,Romania,rung4b_spatial_cavity,4,80,220,65,0.295455,0.840695,0.643380,19.837673
204,173,876,63,0.764045,0.835081,0.541114,0.633540,0.235955,0.164919,0.820669,Ukraine,agentic_best_spatcav,0,80,1316,267,0.202888,0.867132,0.614445,22.239048
198,174,875,69,0.741573,0.834128,0.532258,0.619718,0.258427,0.165872,0.815350,Ukraine,agentic_best_spatcav,1,80,1316,267,0.202888,0.866632,0.612471,23.276616
187,151,898,80,0.700375,0.856053,0.553254,0.618182,0.299625,0.143947,0.824468,Ukraine,agentic_best_spatcav,2,80,1316,267,0.202888,0.864858,0.606479,22.185284
202,189,860,65,0.756554,0.819828,0.516624,0.613982,0.243446,0.180172,0.806991,Ukraine,agentic_best_spatcav,3,80,1316,267,0.202888,0.866222,0.614556,23.046672
196,160,889,71,0.734082,0.847474,0.550562,0.629213,0.265918,0.152526,0.824468,Ukraine,agentic_best_spatcav,4,80,1316,267,0.202888,0.868246,0.600131,23.392768
212,227,822,55,0.794007,0.783603,0.482916,0.600567,0.205993,0.216397,0.785714,Ukraine,rung1_bmc,0,80,1316,267,0.202888,0.862030,0.616292,24.465529
215,232,817,52,0.805243,0.778837,0.480984,0.602241,0.194757,0.221163,0.784195,Ukraine,rung1_bmc,1,80,1316,267,0.202888,0.858399,0.622401,25.004825
203,192,857,64,0.760300,0.816969,0.513924,0.613293,0.239700,0.183031,0.805471,Ukraine,rung1_bmc,2,80,1316,267,0.202888,0.861109,0.605324,23.367798
201,189,860,66,0.752809,0.819828,0.515385,0.611872,0.247191,0.180172,0.806231,Ukraine,rung1_bmc,3,80,1316,267,0.202888,0.862205,0.617588,23.753597
198,173,876,69,0.741573,0.835081,0.533693,0.620690,0.258427,0.164919,0.816109,Ukraine,rung1_bmc,4,80,1316,267,0.202888,0.865586,0.609958,22.973670
214,204,845,53,0.801498,0.805529,0.511962,0.624818,0.198502,0.194471,0.804711,Ukraine,rung1_mse,0,80,1316,267,0.202888,0.873723,0.624611,22.931435
195,151,898,72,0.730337,0.856053,0.563584,0.636215,0.269663,0.143947,0.830547,Ukraine,rung1_mse,1,80,1316,267,0.202888,0.867086,0.619233,21.838958
216,228,821,51,0.808989,0.782650,0.486486,0.607595,0.191011,0.217350,0.787994,Ukraine,rung1_mse,2,80,1316,267,0.202888,0.862923,0.609294,24.402855
223,253,796,44,0.835206,0.758818,0.468487,0.600269,0.164794,0.241182,0.774316,Ukraine,rung1_mse,3,80,1316,267,0.202888,0.861737,0.613711,26.170119
212,201,848,55,0.794007,0.808389,0.513317,0.623529,0.205993,0.191611,0.805471,Ukraine,rung1_mse,4,80,1316,267,0.202888,0.870735,0.613296,23.614074
211,210,839,56,0.790262,0.799809,0.501188,0.613372,0.209738,0.200191,0.797872,Ukraine,rung4b_spatial_cavity,0,80,1316,267,0.202888,0.863301,0.621017,23.249913
216,224,825,51,0.808989,0.786463,0.490909,0.611033,0.191011,0.213537,0.791033,Ukraine,rung4b_spatial_cavity,1,80,1316,267,0.202888,0.865822,0.622037,24.953527
203,191,858,64,0.760300,0.817922,0.515228,0.614221,0.239700,0.182078,0.806231,Ukraine,rung4b_spatial_cavity,2,80,1316,267,0.202888,0.862480,0.605930,23.163629
206,191,858,61,0.771536,0.817922,0.518892,0.620482,0.228464,0.182078,0.808511,Ukraine,rung4b_spatial_cavity,3,80,1316,267,0.202888,0.864276,0.620744,22.921840
194,160,889,73,0.726592,0.847474,0.548023,0.624799,0.273408,0.152526,0.822948,Ukraine,rung4b_spatial_cavity,4,80,1316,267,0.202888,0.866218,0.608794,23.340242
22,5,985,40,0.354839,0.994949,0.814815,0.494382,0.645161,0.005051,0.957224,Belarus,agentic_best_spatcav,0,100,1052,62,0.058935,0.951059,0.664065,15.457264
23,5,985,39,0.370968,0.994949,0.821429,0.511111,0.629032,0.005051,0.958175,Belarus,agentic_best_spatcav,1,100,1052,62,0.058935,0.939443,0.664406,14.870155
27,6,984,35,0.435484,0.993939,0.818182,0.568421,0.564516,0.006061,0.961027,Belarus,agentic_best_spatcav,2,100,1052,62,0.058935,0.945797,0.666449,15.491311
24,4,986,38,0.387097,0.995960,0.857143,0.533333,0.612903,0.004040,0.960076,Belarus,agentic_best_spatcav,3,100,1052,62,0.058935,0.940600,0.675119,15.821042
20,3,987,42,0.322581,0.996970,0.869565,0.470588,0.677419,0.003030,0.957224,Belarus,agentic_best_spatcav,4,100,1052,62,0.058935,0.955051,0.684128,17.424718
25,7,983,37,0.403226,0.992929,0.781250,0.531915,0.596774,0.007071,0.958175,Belarus,rung1_bmc,0,100,1052,62,0.058935,0.946595,0.643280,16.471279
25,5,985,37,0.403226,0.994949,0.833333,0.543478,0.596774,0.005051,0.960076,Belarus,rung1_bmc,1,100,1052,62,0.058935,0.942082,0.670522,16.931506
28,9,981,34,0.451613,0.990909,0.756757,0.565657,0.548387,0.009091,0.959125,Belarus,rung1_bmc,2,100,1052,62,0.058935,0.941919,0.635762,16.090647
22,5,985,40,0.354839,0.994949,0.814815,0.494382,0.645161,0.005051,0.957224,Belarus,rung1_bmc,3,100,1052,62,0.058935,0.937748,0.668970,15.814551
23,3,987,39,0.370968,0.996970,0.884615,0.522727,0.629032,0.003030,0.960076,Belarus,rung1_bmc,4,100,1052,62,0.058935,0.948012,0.681233,15.731697
19,3,987,43,0.306452,0.996970,0.863636,0.452381,0.693548,0.003030,0.956274,Belarus,rung1_mse,0,100,1052,62,0.058935,0.944721,0.673286,17.886899
26,5,985,36,0.419355,0.994949,0.838710,0.559140,0.580645,0.005051,0.961027,Belarus,rung1_mse,1,100,1052,62,0.058935,0.946905,0.675260,19.050036
22,5,985,40,0.354839,0.994949,0.814815,0.494382,0.645161,0.005051,0.957224,Belarus,rung1_mse,2,100,1052,62,0.058935,0.938530,0.657198,17.769362
21,3,987,41,0.338710,0.996970,0.875000,0.488372,0.661290,0.003030,0.958175,Belarus,rung1_mse,3,100,1052,62,0.058935,0.935679,0.670437,17.596806
25,7,983,37,0.403226,0.992929,0.781250,0.531915,0.596774,0.007071,0.958175,Belarus,rung1_mse,4,100,1052,62,0.058935,0.949853,0.685238,16.578538
24,6,984,38,0.387097,0.993939,0.800000,0.521739,0.612903,0.006061,0.958175,Belarus,rung4b_spatial_cavity,0,100,1052,62,0.058935,0.949169,0.655694,15.444150
25,6,984,37,0.403226,0.993939,0.806452,0.537634,0.596774,0.006061,0.959125,Belarus,rung4b_spatial_cavity,1,100,1052,62,0.058935,0.939671,0.662006,15.074168
28,8,982,34,0.451613,0.991919,0.777778,0.571429,0.548387,0.008081,0.960076,Belarus,rung4b_spatial_cavity,2,100,1052,62,0.058935,0.945015,0.661413,15.344624
23,5,985,39,0.370968,0.994949,0.821429,0.511111,0.629032,0.005051,0.958175,Belarus,rung4b_spatial_cavity,3,100,1052,62,0.058935,0.938433,0.667703,15.427647
22,3,987,40,0.354839,0.996970,0.880000,0.505747,0.645161,0.003030,0.959125,Belarus,rung4b_spatial_cavity,4,100,1052,62,0.058935,0.950978,0.673898,16.501504
25,58,1292,39,0.390625,0.957037,0.301205,0.340136,0.609375,0.042963,0.931400,Georgia,agentic_best_spatcav,0,100,1414,64,0.045262,0.903125,0.342893,22.550561
23,58,1292,41,0.359375,0.957037,0.283951,0.317241,0.640625,0.042963,0.929986,Georgia,agentic_best_spatcav,1,100,1414,64,0.045262,0.902141,0.307967,22.394366
26,66,1284,38,0.406250,0.951111,0.282609,0.333333,0.593750,0.048889,0.926450,Georgia,agentic_best_spatcav,2,100,1414,64,0.045262,0.910937,0.330449,22.480763
20,46,1304,44,0.312500,0.965926,0.303030,0.307692,0.687500,0.034074,0.936351,Georgia,agentic_best_spatcav,3,100,1414,64,0.045262,0.903113,0.280888,21.933396
26,62,1288,38,0.406250,0.954074,0.295455,0.342105,0.593750,0.045926,0.929279,Georgia,agentic_best_spatcav,4,100,1414,64,0.045262,0.906944,0.296630,22.700172
22,57,1293,42,0.343750,0.957778,0.278481,0.307692,0.656250,0.042222,0.929986,Georgia,rung1_bmc,0,100,1414,64,0.045262,0.903738,0.303244,22.609965
25,59,1291,39,0.390625,0.956296,0.297619,0.337838,0.609375,0.043704,0.930693,Georgia,rung1_bmc,1,100,1414,64,0.045262,0.890579,0.291521,23.171305
33,92,1258,31,0.515625,0.931852,0.264000,0.349206,0.484375,0.068148,0.913013,Georgia,rung1_bmc,2,100,1414,64,0.045262,0.879398,0.271940,24.582414
26,62,1288,38,0.406250,0.954074,0.295455,0.342105,0.593750,0.045926,0.929279,Georgia,rung1_bmc,3,100,1414,64,0.045262,0.908426,0.284846,23.327561
28,76,1274,36,0.437500,0.943704,0.269231,0.333333,0.562500,0.056296,0.920792,Georgia,rung1_bmc,4,100,1414,64,0.045262,0.899259,0.280014,23.853210
26,69,1281,38,0.406250,0.948889,0.273684,0.327044,0.593750,0.051111,0.924328,Georgia,rung1_mse,0,100,1414,64,0.045262,0.908866,0.326139,23.782094
19,45,1305,45,0.296875,0.966667,0.296875,0.296875,0.703125,0.033333,0.936351,Georgia,rung1_mse,1,100,1414,64,0.045262,0.896146,0.303260,22.425407
26,64,1286,38,0.406250,0.952593,0.288889,0.337662,0.593750,0.047407,0.927864,Georgia,rung1_mse,2,100,1414,64,0.045262,0.877928,0.271342,23.894928
21,41,1309,43,0.328125,0.969630,0.338710,0.333333,0.671875,0.030370,0.940594,Georgia,rung1_mse,3,100,1414,64,0.045262,0.911192,0.339367,22.295022
29,77,1273,35,0.453125,0.942963,0.273585,0.341176,0.546875,0.057037,0.920792,Georgia,rung1_mse,4,100,1414,64,0.045262,0.906181,0.300594,24.013949
24,58,1292,40,0.375000,0.957037,0.292683,0.328767,0.625000,0.042963,0.930693,Georgia,rung4b_spatial_cavity,0,100,1414,64,0.045262,0.902963,0.325107,22.724409
26,58,1292,38,0.406250,0.957037,0.309524,0.351351,0.593750,0.042963,0.932107,Georgia,rung4b_spatial_cavity,1,100,1414,64,0.045262,0.898600,0.303019,22.800187
34,84,1266,30,0.531250,0.937778,0.288136,0.373626,0.468750,0.062222,0.919378,Georgia,rung4b_spatial_cavity,2,100,1414,64,0.045262,0.898773,0.308179,23.768131
25,62,1288,39,0.390625,0.954074,0.287356,0.331126,0.609375,0.045926,0.928571,Georgia,rung4b_spatial_cavity,3,100,1414,64,0.045262,0.900266,0.274255,22.702552
