rung,multiplier,coverage_mean,coverage_std,width_mean,mae_mean
agentic_best_tta,1.0,0.8811544991511034,0.0148010150884233,82.34618743896485,19.980282460740547
agentic_best_tta,1.05,0.8960950764006791,0.0151094026901779,86.46349681091309,19.980282460740547
agentic_best_tta,1.1,0.9144312393887946,0.0151665272897299,90.58080618286134,19.980282460740547
rung6_conformal,1.0,0.8288624787775891,0.0236901429304673,83.67770637512209,22.34393822913626
rung6_conformal,1.25,0.9076400679117148,0.0197119528335483,104.5971329689026,22.34393822913626
